,sample_id,query,expectedEntityAnnotation,expectedEntitySimpleFormat
1234,16300,Kyle used his Visa ending in -9700 at the gas station to fill up his Dodge Ram. It cost almost $100now with gas prices being so high.,"{""utterances"": [{""utterance"": ""Kyle used his Visa ending in -9700 at the gas station to fill up his Dodge Ram. It cost almost $100now with gas prices being so high."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 4, ""originalString"": ""Kyle"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Kyle"", ""name"": ""Kyle"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 29, ""endOffset"": 34, ""originalString"": ""-9700"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""-9700"", ""name"": ""-9700"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}, {""beginOffset"": 99, ""endOffset"": 102, ""originalString"": ""now"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""now"", ""name"": ""now"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","PERSON_PII: Kyle
CREDIT_DEBIT_NUMBER_PII: -9700
DATE_TIME_PII: now"
2257,17398,Samantha faxed over her driver's license with ID number W34898739 to the person she was renting the house from. They required it to be on file.,"{""utterances"": [{""utterance"": ""Samantha faxed over her driver's license with ID number W34898739 to the person she was renting the house from. They required it to be on file."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 8, ""originalString"": ""Samantha"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Samantha"", ""name"": ""Samantha"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 56, ""endOffset"": 65, ""originalString"": ""W34898739"", ""matchedEntities"": [{""entityName"": ""DRIVER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""W34898739"", ""name"": ""W34898739"", ""entityName"": ""DRIVER_ID_US_PII""}}]}]}]}","PERSON_PII: Samantha
DRIVER_ID_US_PII: W34898739"
1192,16258,"Honey, can you come type in this information on the website? I'm trying to buy that car we liked from that place where it's all online, but the baby's crying and I need to pick her up. The credit card number I'm using is mine and the number is 5447-5898-3436-6898. The expiration date is SEPT-24 and if it wants those digits on the back, they're 984. Use the house telephone number, it's (301) 787-8567. We should probably use my driver's license since the card is under my name and so is the car. My number is Q18798728 and it expires on my birthday next year. All done? Yay! If you'll print everything out, I'll send it over to the insurance company when the baby goes back to sleep.","{""utterances"": [{""utterance"": ""Honey, can you come type in this information on the website? I'm trying to buy that car we liked from that place where it's all online, but the baby's crying and I need to pick her up. The credit card number I'm using is mine and the number is 5447-5898-3436-6898. The expiration date is SEPT-24 and if it wants those digits on the back, they're 984. Use the house telephone number, it's (301) 787-8567. We should probably use my driver's license since the card is under my name and so is the car. My number is Q18798728 and it expires on my birthday next year. All done? Yay! If you'll print everything out, I'll send it over to the insurance company when the baby goes back to sleep."", ""entityMatches"": [{""beginOffset"": 244, ""endOffset"": 263, ""originalString"": ""5447-5898-3436-6898"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""5447-5898-3436-6898"", ""name"": ""5447-5898-3436-6898"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}, {""beginOffset"": 288, ""endOffset"": 295, ""originalString"": ""SEPT-24"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_EXPIRY_PII"", ""score"": 1.0, ""value"": {""originalString"": ""SEPT-24"", ""name"": ""SEPT-24"", ""entityName"": ""CREDIT_DEBIT_EXPIRY_PII""}}]}, {""beginOffset"": 388, ""endOffset"": 402, ""originalString"": ""(301) 787-8567"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(301) 787-8567"", ""name"": ""(301) 787-8567"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}, {""beginOffset"": 511, ""endOffset"": 520, ""originalString"": ""Q18798728"", ""matchedEntities"": [{""entityName"": ""DRIVER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Q18798728"", ""name"": ""Q18798728"", ""entityName"": ""DRIVER_ID_US_PII""}}]}, {""beginOffset"": 551, ""endOffset"": 560, ""originalString"": ""next year"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""next year"", ""name"": ""next year"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","CREDIT_DEBIT_NUMBER_PII: 5447-5898-3436-6898
CREDIT_DEBIT_EXPIRY_PII: SEPT-24
TELEPHONE_NUMBER_PII: (301) 787-8567
DRIVER_ID_US_PII: Q18798728
DATE_TIME_PII: next year"
2894,22678,"Thank your Sir for presenting your driver's license with us before you come in, we just take your driver's license number to our logged book and that is 8256763.","{""utterances"": [{""utterance"": ""Thank your Sir for presenting your driver's license with us before you come in, we just take your driver's license number to our logged book and that is 8256763."", ""entityMatches"": [{""beginOffset"": 153, ""endOffset"": 160, ""originalString"": ""8256763"", ""matchedEntities"": [{""entityName"": ""DRIVER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""8256763"", ""name"": ""8256763"", ""entityName"": ""DRIVER_ID_US_PII""}}]}]}]}",DRIVER_ID_US_PII: 8256763
511,14449,"Hello. my name is Mr. Luis Armstrong. I am writing to inquire about my retirement benefits which should come to $792 dollars.  The funds have not yet been deposited into my account 59680851 for a couple of months. I am a senior citizen, age 70 and do not work or have any other other source of revenues.  I depend on these funds to pay my rent, utilities, groceries, and medicine.   My social security number is 667-44-1345, in case you need it. Kindly be of assistance and I would greatly appreciate it.  I do not have any savings to rely on so this really is crucial for me.","{""utterances"": [{""utterance"": ""Hello. my name is Mr. Luis Armstrong. I am writing to inquire about my retirement benefits which should come to $792 dollars.  The funds have not yet been deposited into my account 59680851 for a couple of months. I am a senior citizen, age 70 and do not work or have any other other source of revenues.  I depend on these funds to pay my rent, utilities, groceries, and medicine.   My social security number is 667-44-1345, in case you need it. Kindly be of assistance and I would greatly appreciate it.  I do not have any savings to rely on so this really is crucial for me."", ""entityMatches"": [{""beginOffset"": 22, ""endOffset"": 36, ""originalString"": ""Luis Armstrong"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Luis Armstrong"", ""name"": ""Luis Armstrong"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 181, ""endOffset"": 189, ""originalString"": ""59680851"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""59680851"", ""name"": ""59680851"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}, {""beginOffset"": 196, ""endOffset"": 212, ""originalString"": ""couple of months"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""couple of months"", ""name"": ""couple of months"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 241, ""endOffset"": 243, ""originalString"": ""70"", ""matchedEntities"": [{""entityName"": ""AGE_PII"", ""score"": 1.0, ""value"": {""originalString"": ""70"", ""name"": ""70"", ""entityName"": ""AGE_PII""}}]}, {""beginOffset"": 412, ""endOffset"": 423, ""originalString"": ""667-44-1345"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""667-44-1345"", ""name"": ""667-44-1345"", ""entityName"": ""SSN_PII""}}]}]}]}","PERSON_PII: Luis Armstrong
BANK_ACCOUNT_NUMBER_PII: 59680851
DATE_TIME_PII: couple of months
AGE_PII: 70
SSN_PII: 667-44-1345"
2242,17383,Chase wanted to get a credit card so he tried to apply for one online. The website asked for a social security number. He entered his taxpayer ID number 983-58-9547 but the site wouldn'accept the format. He tried a few more times unsuccessfully. He ended up having to call the company at (213) 589-9805. The representative he spoke with was able to take the number and approve him for a small limit of just $500. The following week the Mastercard arrived in the mail with number 4497-5467-8332-9844 and expiration date of FEB/23.,"{""utterances"": [{""utterance"": ""Chase wanted to get a credit card so he tried to apply for one online. The website asked for a social security number. He entered his taxpayer ID number 983-58-9547 but the site wouldn'accept the format. He tried a few more times unsuccessfully. He ended up having to call the company at (213) 589-9805. The representative he spoke with was able to take the number and approve him for a small limit of just $500. The following week the Mastercard arrived in the mail with number 4497-5467-8332-9844 and expiration date of FEB/23."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 5, ""originalString"": ""Chase"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Chase"", ""name"": ""Chase"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 153, ""endOffset"": 164, ""originalString"": ""983-58-9547"", ""matchedEntities"": [{""entityName"": ""TAXPAYER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""983-58-9547"", ""name"": ""983-58-9547"", ""entityName"": ""TAXPAYER_ID_US_PII""}}]}, {""beginOffset"": 288, ""endOffset"": 302, ""originalString"": ""(213) 589-9805"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(213) 589-9805"", ""name"": ""(213) 589-9805"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}, {""beginOffset"": 417, ""endOffset"": 431, ""originalString"": ""following week"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""following week"", ""name"": ""following week"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 479, ""endOffset"": 498, ""originalString"": ""4497-5467-8332-9844"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""4497-5467-8332-9844"", ""name"": ""4497-5467-8332-9844"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}, {""beginOffset"": 522, ""endOffset"": 528, ""originalString"": ""FEB/23"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_EXPIRY_PII"", ""score"": 1.0, ""value"": {""originalString"": ""FEB/23"", ""name"": ""FEB/23"", ""entityName"": ""CREDIT_DEBIT_EXPIRY_PII""}}]}]}]}","PERSON_PII: Chase
TAXPAYER_ID_US_PII: 983-58-9547
TELEPHONE_NUMBER_PII: (213) 589-9805
DATE_TIME_PII: following week
CREDIT_DEBIT_NUMBER_PII: 4497-5467-8332-9844
CREDIT_DEBIT_EXPIRY_PII: FEB/23"
1362,16434,"My grandfather told me he came by your bank last week and was treated terribly by someone named Shirley. Anyway, I won't be doing business with anyone who treats the elderly in such a disrespectful way. Here's my ID, here's my bank card, please, do whatever you need to do to withdraw all my money and close account number 64023240.","{""utterances"": [{""utterance"": ""My grandfather told me he came by your bank last week and was treated terribly by someone named Shirley. Anyway, I won't be doing business with anyone who treats the elderly in such a disrespectful way. Here's my ID, here's my bank card, please, do whatever you need to do to withdraw all my money and close account number 64023240."", ""entityMatches"": [{""beginOffset"": 44, ""endOffset"": 53, ""originalString"": ""last week"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""last week"", ""name"": ""last week"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 96, ""endOffset"": 103, ""originalString"": ""Shirley"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Shirley"", ""name"": ""Shirley"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 323, ""endOffset"": 331, ""originalString"": ""64023240"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""64023240"", ""name"": ""64023240"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}]}]}","DATE_TIME_PII: last week
PERSON_PII: Shirley
BANK_ACCOUNT_NUMBER_PII: 64023240"
3336,23972,I totally forgot what my physician had warned me against in terms of my medication. Here's my social security number the second number on the list: 983-70-4231. Can you trace my health records with it?,"{""utterances"": [{""utterance"": ""I totally forgot what my physician had warned me against in terms of my medication. Here's my social security number the second number on the list: 983-70-4231. Can you trace my health records with it?"", ""entityMatches"": [{""beginOffset"": 148, ""endOffset"": 159, ""originalString"": ""983-70-4231"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""983-70-4231"", ""name"": ""983-70-4231"", ""entityName"": ""SSN_PII""}}]}]}]}",SSN_PII: 983-70-4231
2213,17352,"My new diet includes vegetables and protein and some medicine Dr. Ros Zamora  is the best dietician but he lives in Shanghai and he is so expensive, so I will need to wire the money to his account number 25644571.","{""utterances"": [{""utterance"": ""My new diet includes vegetables and protein and some medicine Dr. Ros Zamora  is the best dietician but he lives in Shanghai and he is so expensive, so I will need to wire the money to his account number 25644571."", ""entityMatches"": [{""beginOffset"": 66, ""endOffset"": 76, ""originalString"": ""Ros Zamora"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Ros Zamora"", ""name"": ""Ros Zamora"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 204, ""endOffset"": 212, ""originalString"": ""25644571"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""25644571"", ""name"": ""25644571"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}]}]}","PERSON_PII: Ros Zamora
BANK_ACCOUNT_NUMBER_PII: 25644571"
832,14789,"The CEO of the company, Mr. Larry James Ellison, will be attending a meeting here on April 25th at 3 pm. Make sure you make his visit as comfortable as possible. We want him to be impressed with our team. There's a possibility that we get a raise if he is. Do ensure that you validate his identity in verifying his passport for number: U4267893. His photo should also be in the system. Call the security office immediately at (582) 488-2543, if something seems to be off about the person's identity credentials.","{""utterances"": [{""utterance"": ""The CEO of the company, Mr. Larry James Ellison, will be attending a meeting here on April 25th at 3 pm. Make sure you make his visit as comfortable as possible. We want him to be impressed with our team. There's a possibility that we get a raise if he is. Do ensure that you validate his identity in verifying his passport for number: U4267893. His photo should also be in the system. Call the security office immediately at (582) 488-2543, if something seems to be off about the person's identity credentials."", ""entityMatches"": [{""beginOffset"": 28, ""endOffset"": 47, ""originalString"": ""Larry James Ellison"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Larry James Ellison"", ""name"": ""Larry James Ellison"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 85, ""endOffset"": 103, ""originalString"": ""April 25th at 3 pm"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""April 25th at 3 pm"", ""name"": ""April 25th at 3 pm"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 336, ""endOffset"": 344, ""originalString"": ""U4267893"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""U4267893"", ""name"": ""U4267893"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}, {""beginOffset"": 426, ""endOffset"": 440, ""originalString"": ""(582) 488-2543"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(582) 488-2543"", ""name"": ""(582) 488-2543"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}]}]}","PERSON_PII: Larry James Ellison
DATE_TIME_PII: April 25th at 3 pm
PASSPORT_NUMBER_US_PII: U4267893
TELEPHONE_NUMBER_PII: (582) 488-2543"
2470,17638,"Daddy, can you call Capital One and confirm that their swift is IUSUSU054356? I need it for my foreign bank.","{""utterances"": [{""utterance"": ""Daddy, can you call Capital One and confirm that their swift is IUSUSU054356? I need it for my foreign bank."", ""entityMatches"": [{""beginOffset"": 64, ""endOffset"": 76, ""originalString"": ""IUSUSU054356"", ""matchedEntities"": [{""entityName"": ""BANK_SWIFT_PII"", ""score"": 1.0, ""value"": {""originalString"": ""IUSUSU054356"", ""name"": ""IUSUSU054356"", ""entityName"": ""BANK_SWIFT_PII""}}]}]}]}",BANK_SWIFT_PII: IUSUSU054356
