,sample_id,query,expectedEntityAnnotation,expectedEntitySimpleFormat
775,22090,"During the pandemic, Maria looked for government support. So, I suggested she go to the mayor's office to find out what the qualifications are for such. She went to the mayor's office yesterday to fill out some paperwork. She then returned home to await a call from the authorities.","{""utterances"": [{""utterance"": ""During the pandemic, Maria looked for government support. So, I suggested she go to the mayor's office to find out what the qualifications are for such. She went to the mayor's office yesterday to fill out some paperwork. She then returned home to await a call from the authorities."", ""entityMatches"": [{""beginOffset"": 21, ""endOffset"": 26, ""originalString"": ""Maria"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Maria"", ""name"": ""Maria"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 184, ""endOffset"": 193, ""originalString"": ""yesterday"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""yesterday"", ""name"": ""yesterday"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","PERSON_PII: Maria
DATE_TIME_PII: yesterday"
764,22125,"Joshua recently purchased a new vehicle. As he was watching the news, he was caught off guard by the worrying frequency of car accidents. He also remembered that he had neglected to purchase car insurance. So he quickly called his vehicle dealer and gave them his social security number, which is 667-44-1345, so they could process the application right away.","{""utterances"": [{""utterance"": ""Joshua recently purchased a new vehicle. As he was watching the news, he was caught off guard by the worrying frequency of car accidents. He also remembered that he had neglected to purchase car insurance. So he quickly called his vehicle dealer and gave them his social security number, which is 667-44-1345, so they could process the application right away."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 6, ""originalString"": ""Joshua"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Joshua"", ""name"": ""Joshua"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 297, ""endOffset"": 308, ""originalString"": ""667-44-1345"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""667-44-1345"", ""name"": ""667-44-1345"", ""entityName"": ""SSN_PII""}}]}]}]}","PERSON_PII: Joshua
SSN_PII: 667-44-1345"
135,23933,The backlog for the delivery of the Playstation 5 is currently at three (3) months and we do not expect it to be shipped sooner than this. You may call us at (432) 986-5522 to request the cancellation of your order and the return of the payment made to your credit card ending with 8650.,"{""utterances"": [{""utterance"": ""The backlog for the delivery of the Playstation 5 is currently at three (3) months and we do not expect it to be shipped sooner than this. You may call us at (432) 986-5522 to request the cancellation of your order and the return of the payment made to your credit card ending with 8650."", ""entityMatches"": [{""beginOffset"": 66, ""endOffset"": 82, ""originalString"": ""three (3) months"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""three (3) months"", ""name"": ""three (3) months"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 158, ""endOffset"": 172, ""originalString"": ""(432) 986-5522"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(432) 986-5522"", ""name"": ""(432) 986-5522"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}, {""beginOffset"": 282, ""endOffset"": 286, ""originalString"": ""8650"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""8650"", ""name"": ""8650"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}]}]}","DATE_TIME_PII: three (3) months
TELEPHONE_NUMBER_PII: (432) 986-5522
CREDIT_DEBIT_NUMBER_PII: 8650"
2509,24333,"Hello Marvin. If you intend to transfer money bank to a bank internationally, you are required to use SWIFT codes. Here's our SWIFT code  GHUEIL58342. If you need assistance, we are here to help you.","{""utterances"": [{""utterance"": ""Hello Marvin. If you intend to transfer money bank to a bank internationally, you are required to use SWIFT codes. Here's our SWIFT code  GHUEIL58342. If you need assistance, we are here to help you."", ""entityMatches"": [{""beginOffset"": 6, ""endOffset"": 12, ""originalString"": ""Marvin"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Marvin"", ""name"": ""Marvin"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 138, ""endOffset"": 149, ""originalString"": ""GHUEIL58342"", ""matchedEntities"": [{""entityName"": ""BANK_SWIFT_PII"", ""score"": 1.0, ""value"": {""originalString"": ""GHUEIL58342"", ""name"": ""GHUEIL58342"", ""entityName"": ""BANK_SWIFT_PII""}}]}]}]}","PERSON_PII: Marvin
BANK_SWIFT_PII: GHUEIL58342"
1065,25329,"If there is an emergency and you need medical assistance, call this number (401) 876-9589. Be ready to provide the operator with detailed information of the sympthoms so we can better assit you. ","{""utterances"": [{""utterance"": ""If there is an emergency and you need medical assistance, call this number (401) 876-9589. Be ready to provide the operator with detailed information of the sympthoms so we can better assit you. "", ""entityMatches"": [{""beginOffset"": 75, ""endOffset"": 89, ""originalString"": ""(401) 876-9589"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(401) 876-9589"", ""name"": ""(401) 876-9589"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}]}]}",TELEPHONE_NUMBER_PII: (401) 876-9589
1951,22803,Juanita was able to start her own profitable skin care business with her taxpayer i.d. of 545-92-5323 since she's not a U.S. citizen yet.,"{""utterances"": [{""utterance"": ""Juanita was able to start her own profitable skin care business with her taxpayer i.d. of 545-92-5323 since she's not a U.S. citizen yet."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 7, ""originalString"": ""Juanita"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Juanita"", ""name"": ""Juanita"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 90, ""endOffset"": 101, ""originalString"": ""545-92-5323"", ""matchedEntities"": [{""entityName"": ""TAXPAYER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""545-92-5323"", ""name"": ""545-92-5323"", ""entityName"": ""TAXPAYER_ID_US_PII""}}]}]}]}","PERSON_PII: Juanita
TAXPAYER_ID_US_PII: 545-92-5323"
282,17997,"Hello, 

I'm contacting you from the New Alliance Bank. You have missed the current payment on card 9978-7589-3636-6890. I'm calling to check to see if we can be of any help regarding the payment? Please note that there is a penalty charge of $30 for missing the payment.","{""utterances"": [{""utterance"": ""Hello, \n\nI'm contacting you from the New Alliance Bank. You have missed the current payment on card 9978-7589-3636-6890. I'm calling to check to see if we can be of any help regarding the payment? Please note that there is a penalty charge of $30 for missing the payment."", ""entityMatches"": [{""beginOffset"": 100, ""endOffset"": 119, ""originalString"": ""9978-7589-3636-6890"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""9978-7589-3636-6890"", ""name"": ""9978-7589-3636-6890"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}]}]}",CREDIT_DEBIT_NUMBER_PII: 9978-7589-3636-6890
367,25102,"A speeding traffic violation caught on camera has been reported on the yellow Subaru Forester with plate number T47898787 while it was under your possession. As such, we have forwarded your driver's license of R378987897 to the authorities and your credit card used 8581 has been charged $50 as stated in the rental agreement.","{""utterances"": [{""utterance"": ""A speeding traffic violation caught on camera has been reported on the yellow Subaru Forester with plate number T47898787 while it was under your possession. As such, we have forwarded your driver's license of R378987897 to the authorities and your credit card used 8581 has been charged $50 as stated in the rental agreement."", ""entityMatches"": [{""beginOffset"": 112, ""endOffset"": 121, ""originalString"": ""T47898787"", ""matchedEntities"": [{""entityName"": ""DRIVER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""T47898787"", ""name"": ""T47898787"", ""entityName"": ""DRIVER_ID_US_PII""}}]}, {""beginOffset"": 210, ""endOffset"": 220, ""originalString"": ""R378987897"", ""matchedEntities"": [{""entityName"": ""DRIVER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""R378987897"", ""name"": ""R378987897"", ""entityName"": ""DRIVER_ID_US_PII""}}]}, {""beginOffset"": 266, ""endOffset"": 270, ""originalString"": ""8581"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""8581"", ""name"": ""8581"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}]}]}","DRIVER_ID_US_PII: T47898787
DRIVER_ID_US_PII: R378987897
CREDIT_DEBIT_NUMBER_PII: 8581"
533,24742,"Customer Service Notes:
Cx Mr. Sanders, with phone number (267) 487-6789, asking for a refund on Amex credit card 5457-6754-3567-9123, expiration May 24 for order number 12654561. Cx claims Inspiron bought April 12th 2022 does not have DVD capability. Upon checking order details and specifications of said computer, it has DVD-RW capability. Tech support called Cx to assist but Cx refused. Refund request denied.","{""utterances"": [{""utterance"": ""Customer Service Notes:\nCx Mr. Sanders, with phone number (267) 487-6789, asking for a refund on Amex credit card 5457-6754-3567-9123, expiration May 24 for order number 12654561. Cx claims Inspiron bought April 12th 2022 does not have DVD capability. Upon checking order details and specifications of said computer, it has DVD-RW capability. Tech support called Cx to assist but Cx refused. Refund request denied."", ""entityMatches"": [{""beginOffset"": 31, ""endOffset"": 38, ""originalString"": ""Sanders"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Sanders"", ""name"": ""Sanders"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 58, ""endOffset"": 72, ""originalString"": ""(267) 487-6789"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(267) 487-6789"", ""name"": ""(267) 487-6789"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}, {""beginOffset"": 114, ""endOffset"": 133, ""originalString"": ""5457-6754-3567-9123"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""5457-6754-3567-9123"", ""name"": ""5457-6754-3567-9123"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}, {""beginOffset"": 146, ""endOffset"": 152, ""originalString"": ""May 24"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_EXPIRY_PII"", ""score"": 1.0, ""value"": {""originalString"": ""May 24"", ""name"": ""May 24"", ""entityName"": ""CREDIT_DEBIT_EXPIRY_PII""}}]}, {""beginOffset"": 206, ""endOffset"": 221, ""originalString"": ""April 12th 2022"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""April 12th 2022"", ""name"": ""April 12th 2022"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","PERSON_PII: Sanders
TELEPHONE_NUMBER_PII: (267) 487-6789
CREDIT_DEBIT_NUMBER_PII: 5457-6754-3567-9123
CREDIT_DEBIT_EXPIRY_PII: May 24
DATE_TIME_PII: April 12th 2022"
612,23607,"""I am very angry now, you know. My passbook has unauthorized withdrawal last April 30 without my knowledge. How and why did it happen with all e-banking security features you still have  this kind of issue?""
""Ms. Roberto I understand how you feel but let me first verify some information I have. Please state your name, address and birthdate.""
""Roberto , 8405 6th St Leighton, Alabama 35672, and April 30.""
""Your bank account 579090445899 has a  verified withdrawal ma'am on May 4th as per generated in our system report. An OTP sent to your email support@international.com was used to withdraw a certain amount. I don't see anything wrong with your transaction not unless someone from your family members or someone you know closed to you might be responsible""
""I am not sure what you are talking about""
""Ms. Roberto I am here to help you and try to point a possibility and I don't want to assume either. So if you can check and ask somebody you know might helpful. Please give us a call again or our helpline regarding fraud issues at (228) 777-9898 a friendly agent will try to handle your concern. For now there is nothing I can do but to reassure you that the withdrawal was verified.""","{""utterances"": [{""utterance"": ""\""I am very angry now, you know. My passbook has unauthorized withdrawal last April 30 without my knowledge. How and why did it happen with all e-banking security features you still have  this kind of issue?\""\n\""Ms. Roberto I understand how you feel but let me first verify some information I have. Please state your name, address and birthdate.\""\n\""Roberto , 8405 6th St Leighton, Alabama 35672, and April 30.\""\n\""Your bank account 579090445899 has a  verified withdrawal ma'am on May 4th as per generated in our system report. An OTP sent to your email support@international.com was used to withdraw a certain amount. I don't see anything wrong with your transaction not unless someone from your family members or someone you know closed to you might be responsible\""\n\""I am not sure what you are talking about\""\n\""Ms. Roberto I am here to help you and try to point a possibility and I don't want to assume either. So if you can check and ask somebody you know might helpful. Please give us a call again or our helpline regarding fraud issues at (228) 777-9898 a friendly agent will try to handle your concern. For now there is nothing I can do but to reassure you that the withdrawal was verified.\"""", ""entityMatches"": [{""beginOffset"": 17, ""endOffset"": 20, ""originalString"": ""now"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""now"", ""name"": ""now"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 72, ""endOffset"": 85, ""originalString"": ""last April 30"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""last April 30"", ""name"": ""last April 30"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 213, ""endOffset"": 220, ""originalString"": ""Roberto"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Roberto"", ""name"": ""Roberto"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 345, ""endOffset"": 352, ""originalString"": ""Roberto"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Roberto"", ""name"": ""Roberto"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 355, ""endOffset"": 390, ""originalString"": ""8405 6th St Leighton, Alabama 35672"", ""matchedEntities"": [{""entityName"": ""ADDRESS_PII"", ""score"": 1.0, ""value"": {""originalString"": ""8405 6th St Leighton, Alabama 35672"", ""name"": ""8405 6th St Leighton, Alabama 35672"", ""entityName"": ""ADDRESS_PII""}}]}, {""beginOffset"": 396, ""endOffset"": 404, ""originalString"": ""April 30"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""April 30"", ""name"": ""April 30"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 426, ""endOffset"": 438, ""originalString"": ""579090445899"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""579090445899"", ""name"": ""579090445899"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}, {""beginOffset"": 475, ""endOffset"": 482, ""originalString"": ""May 4th"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""May 4th"", ""name"": ""May 4th"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 548, ""endOffset"": 573, ""originalString"": ""support@international.com"", ""matchedEntities"": [{""entityName"": ""EMAIL_PII"", ""score"": 1.0, ""value"": {""originalString"": ""support@international.com"", ""name"": ""support@international.com"", ""entityName"": ""EMAIL_PII""}}]}, {""beginOffset"": 810, ""endOffset"": 817, ""originalString"": ""Roberto"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Roberto"", ""name"": ""Roberto"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 1037, ""endOffset"": 1051, ""originalString"": ""(228) 777-9898"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(228) 777-9898"", ""name"": ""(228) 777-9898"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}, {""beginOffset"": 1106, ""endOffset"": 1109, ""originalString"": ""now"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""now"", ""name"": ""now"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","DATE_TIME_PII: now
DATE_TIME_PII: last April 30
PERSON_PII: Roberto
PERSON_PII: Roberto
ADDRESS_PII: 8405 6th St Leighton, Alabama 35672
DATE_TIME_PII: April 30
BANK_ACCOUNT_NUMBER_PII: 579090445899
DATE_TIME_PII: May 4th
EMAIL_PII: support@international.com
PERSON_PII: Roberto
TELEPHONE_NUMBER_PII: (228) 777-9898
DATE_TIME_PII: now"
158,23757,I would like to report the loss of my Visa card 3377-7444-5472-6213 and would like to have it deactivated.,"{""utterances"": [{""utterance"": ""I would like to report the loss of my Visa card 3377-7444-5472-6213 and would like to have it deactivated."", ""entityMatches"": [{""beginOffset"": 48, ""endOffset"": 67, ""originalString"": ""3377-7444-5472-6213"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""3377-7444-5472-6213"", ""name"": ""3377-7444-5472-6213"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}]}]}",CREDIT_DEBIT_NUMBER_PII: 3377-7444-5472-6213
328,25493,"I writing to inform you I have placed an order through your apps about 2 to 3 weeks ago. I have also paid the amount using my credit card ending 9710. Please see attached receipts.
I have several times on your company's number (920) 420-8456 but I got no response. Can you call me back? My telephone number is (582) 865-9080.","{""utterances"": [{""utterance"": ""I writing to inform you I have placed an order through your apps about 2 to 3 weeks ago. I have also paid the amount using my credit card ending 9710. Please see attached receipts.\nI have several times on your company's number (920) 420-8456 but I got no response. Can you call me back? My telephone number is (582) 865-9080."", ""entityMatches"": [{""beginOffset"": 71, ""endOffset"": 83, ""originalString"": ""2 to 3 weeks"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""2 to 3 weeks"", ""name"": ""2 to 3 weeks"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 145, ""endOffset"": 149, ""originalString"": ""9710"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""9710"", ""name"": ""9710"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}, {""beginOffset"": 227, ""endOffset"": 241, ""originalString"": ""(920) 420-8456"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(920) 420-8456"", ""name"": ""(920) 420-8456"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}, {""beginOffset"": 310, ""endOffset"": 324, ""originalString"": ""(582) 865-9080"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(582) 865-9080"", ""name"": ""(582) 865-9080"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}]}]}","DATE_TIME_PII: 2 to 3 weeks
CREDIT_DEBIT_NUMBER_PII: 9710
TELEPHONE_NUMBER_PII: (920) 420-8456
TELEPHONE_NUMBER_PII: (582) 865-9080"
2214,17824,The eviction notice was placed on Mr. Jordan's door and he called the landlord at (222) 488-2533 and made a deal.,"{""utterances"": [{""utterance"": ""The eviction notice was placed on Mr. Jordan's door and he called the landlord at (222) 488-2533 and made a deal."", ""entityMatches"": [{""beginOffset"": 38, ""endOffset"": 44, ""originalString"": ""Jordan"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Jordan"", ""name"": ""Jordan"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 82, ""endOffset"": 96, ""originalString"": ""(222) 488-2533"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(222) 488-2533"", ""name"": ""(222) 488-2533"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}]}]}","PERSON_PII: Jordan
TELEPHONE_NUMBER_PII: (222) 488-2533"
1602,23839,"Good day, I’m writing to you because I’ve used my PayPal credit account with number  89855920 to buy a costume from an online store and I think I got scammed. I’ve been getting warnings of suspicious activity. Should I cancel my account?","{""utterances"": [{""utterance"": ""Good day, I\u2019m writing to you because I\u2019ve used my PayPal credit account with number  89855920 to buy a costume from an online store and I think I got scammed. I\u2019ve been getting warnings of suspicious activity. Should I cancel my account?"", ""entityMatches"": [{""beginOffset"": 85, ""endOffset"": 93, ""originalString"": ""89855920"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""89855920"", ""name"": ""89855920"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}]}]}",BANK_ACCOUNT_NUMBER_PII: 89855920
2148,20740,"Falcone here, Issuer identification number [IIN] The first six or eight digits of a card number (including the initial MII digit) are known as the issuer identification number (IIN). These identify the card issuing institution that issued the card to the card holder. The rest of the number is allocated by the card issuer. The card number’s length is its number of digits. Many card issuers print the entire IIN and account number on their card. In some circumstances, the issuer identification number (IIN) or bank identification number (BIN) may not be licensed directly from the issuing network (such as Mastercard or Visa). Obtaining an IIN/BIN number can be costly, time consuming and demand intensive operational burdens on in-house regulatory and compliance teams. For this reason, some new card programmes may use a 'BIN sponsor', in which case the IIN/BIN number is effectively sub-licensed from a scheme regulated entity. This is known as BIN sponsorship, and is a popular way for financial institutions to fast-track access to the market. To reduce the risk of credit card fraud, various techniques are used to prevent the dissemination of bank card numbers. These include: 1] Format-preserving encryption: in which the account number is replaced with a strongly encrypted version which retains the format of the card data including non sensitive parts of the field such as first six and last four digits. This permits data field protection without changing payment IT systems and applications. A common use is for protecting card data from the point of capture in a secure reader to the payment processing host end-to-end to mitigate risk of data compromise in systems such as the Point of Sale (POS). AES-FF1 Format-Preserving Encryption is defined in NIST Specification SP800-38G. 2] PAN truncation: in which only some of the digits on a card are displayed or printed on receipts. The PCI DSS dictates that only the first six and last four digits of the PAN may be printed on a receipt or displayed in cases other than where a business need requires the full PAN. US federal law allows only the display of the last 5 digits. In order to comply with both PCI DSS requirements and US federal law, generally only the last four digits are provided elsewhere to allow an individual to identify the card used. 3] Tokenization: in which an artificial account number (token) is printed, stored or transmitted in place of the true account number. Hope We have clear your all doubt. Still if you have some doubt you can call us at [TELEPHONE_NUMBER],Thanks.","{""utterances"": [{""utterance"": ""Falcone here, Issuer identification number [IIN] The first six or eight digits of a card number (including the initial MII digit) are known as the issuer identification number (IIN). These identify the card issuing institution that issued the card to the card holder. The rest of the number is allocated by the card issuer. The card number\u2019s length is its number of digits. Many card issuers print the entire IIN and account number on their card. In some circumstances, the issuer identification number (IIN) or bank identification number (BIN) may not be licensed directly from the issuing network (such as Mastercard or Visa). Obtaining an IIN/BIN number can be costly, time consuming and demand intensive operational burdens on in-house regulatory and compliance teams. For this reason, some new card programmes may use a 'BIN sponsor', in which case the IIN/BIN number is effectively sub-licensed from a scheme regulated entity. This is known as BIN sponsorship, and is a popular way for financial institutions to fast-track access to the market. To reduce the risk of credit card fraud, various techniques are used to prevent the dissemination of bank card numbers. These include: 1] Format-preserving encryption: in which the account number is replaced with a strongly encrypted version which retains the format of the card data including non sensitive parts of the field such as first six and last four digits. This permits data field protection without changing payment IT systems and applications. A common use is for protecting card data from the point of capture in a secure reader to the payment processing host end-to-end to mitigate risk of data compromise in systems such as the Point of Sale (POS). AES-FF1 Format-Preserving Encryption is defined in NIST Specification SP800-38G. 2] PAN truncation: in which only some of the digits on a card are displayed or printed on receipts. The PCI DSS dictates that only the first six and last four digits of the PAN may be printed on a receipt or displayed in cases other than where a business need requires the full PAN. US federal law allows only the display of the last 5 digits. In order to comply with both PCI DSS requirements and US federal law, generally only the last four digits are provided elsewhere to allow an individual to identify the card used. 3] Tokenization: in which an artificial account number (token) is printed, stored or transmitted in place of the true account number. Hope We have clear your all doubt. Still if you have some doubt you can call us at [TELEPHONE_NUMBER],Thanks."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 7, ""originalString"": ""Falcone"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Falcone"", ""name"": ""Falcone"", ""entityName"": ""PERSON_PII""}}]}]}]}",PERSON_PII: Falcone
1128,25155,"Jane, please call (202) 567-3235 and ask for David, stating that we require assistance at the site due to the absence of some of the workers.","{""utterances"": [{""utterance"": ""Jane, please call (202) 567-3235 and ask for David, stating that we require assistance at the site due to the absence of some of the workers."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 4, ""originalString"": ""Jane"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Jane"", ""name"": ""Jane"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 18, ""endOffset"": 32, ""originalString"": ""(202) 567-3235"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(202) 567-3235"", ""name"": ""(202) 567-3235"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}, {""beginOffset"": 45, ""endOffset"": 50, ""originalString"": ""David"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""David"", ""name"": ""David"", ""entityName"": ""PERSON_PII""}}]}]}]}","PERSON_PII: Jane
TELEPHONE_NUMBER_PII: (202) 567-3235
PERSON_PII: David"
